,Title,Poem,Poet,Tags,gender
3199,"
                    Turnt
                ","
Sometimes it feels like it is over and it's not.
Sometimes it feels like it has just begun and it's over.
It's dark often at these times.
Urban though, so a certain version of light too.
It's hard to predict if it will start on time or how late.
I'm often a little late and it has started. Last night, I could tell from the
      copters overhead that I was late. 
As I walked up, the blocks around it were emptying out.
Parents pulled their children home.
The night herons settled into trees.
That's the outer ring.
As I got closer, all that was left were the blinking lights of the motor-
      cycles blocking the intersections and the men and few women in
      uniforms that mill about the corner, helmets in their hands. They
      talked among themselves. Ignored me mainly. One told me how to
      get around. I did not clarify that I was walking towards. 
You can hear it sometimes. It often has a soundtrack. Sometimes it has 
       drums and brass. Sometimes just joy.
When I am late I am trying to guess its path. Last night, several times I 
       got close to it only to be turned back by a line of cops.
They let the media through but turned me back.
Then it turned the corner and there it was.
At that moment, I melted my body into it and it embraced me.
Rosy fingered dusk and all that.
Come here, it sang, listen.
And then I was borne along by the waves all night and the whirlpool,
      the fig tree, and I was the bat, hanging on patiently.
Aarav came up and hugged me.
Someone grabbed me from behind and I thought it is Artem but later
     realized it was Berat. So much mask.
I grabbed Charlotte's hand and held it for a while when things felt
       dicey.
It felt dicey as they cornered us from two sides and we went down the
       tight side street, up the hill. Charlotte's hand.
It's like that.
Moving from isolation to the depths of friends.
At first we didn't mask up. We were poets.
Then slowly one by one we did.
As we got turnt.
As I got turnt I mean.
Sometimes I still don't mask up. It often feels hubristic.
I keep a bandana in my pocket.
It isn't super effective. It falls down a lot.
Last night, I tied it around my neck as we walked up the side street hill.
      I pulled it over my face as I walked past the line of cops. I noticed
      Emma there, throwing eggs. I ducked. Two balloons filled with
      paint flew by. Visors suddenly yellow.
She said to me, how is your heart?
And I at first worried her question.
Then I realized she meant my heart and how it was turnt.
It is good, I said, I am opening it; I am expanding it.
And I meant it.
I love you I texted Felix.
Lub u!!!!!! I texted Haruto.
Texting Isabella and Jackson, I love you guys.
I miss you.
I texted love you some forty-three times in the last few years.
I texted <3 some thirty-three times.
Lub u, eighteen times.
Miss you, thirty-eight.
She said your feed is all riots, plants, picnics, and poets.
It was an accusation.
She was noticing that I had got turnt.
And I said, my son, my son is in my feed too.
I didn't bother to argue the riot with her.
Still, oh that moment.
Turnt moment:
I was at the poetry reading and Mia didn't go. She was supposed to
       read too but she didn't. She said she wanted to see what happens.
       Then she texts I love you and I know then that Trader Joe's has
       been looted. All the wines out in the street.
Such sweet elixir, FOMO.
Then the rest of that night.
We quickly say good-byes after the reading, refuse the offer of going to 
      drinks, careen from the reading to our home. One of us on twit-
      ter the entire time. Texting too. While we are driving, one of us at
      home runs out into the streets, towards the gas. I drive up and two
      of us get out of the car and I stay in the car and drive the few blocks
      home. My son has fallen asleep in the back. I am coughing in the
      car from the gas. He sleeps through it. I take him out and carry him
      up to bed. More texts. I love you, I text. Come by and get me when
      you are done.
Later that night, I go out again. Miguel stays home with Minjoon. I go
      to a fight party; Marxist v. Nihilist. No one knows which is which.
      Mohamed, my fighting teacher, fights. I miss it. I love you I text.
      She texts back I'm high on being slugged; my eyes are swollen; I
      lost; I'm turnt.
Standing outside, a woman gets kicked out of the club. The bouncer
      tosses her out and into us. She is fucked up. And this feels awful to
      her. Her arms wildly swinging indicate this awful feeling. It feels
      awful to us. Another woman tries to help her and she slugs her. She
      misses and the woman who she has tried to slug takes her, calms
      her down. I hear her saying I love you, I love you over and over.
      Later I will learn that she spent the entire night talking the woman
      down. It's like that. When turnt, sometimes one needs to be held.
Still later, I stand on the street, outside my house and watch the
      t-mobile get looted. A man tries to stop another man who has
      his hammer at the ready in front of the window. The man who is
      attempting to stop the hammer gets hit in the face with the butt
      of the hammer. I decide to go to bed. It is 3 am. I text Nathan and
      say I love you and I'll leave the key in the box for you. The march
      continues on, Nathan continues on, turns left a block away and
      then when Nathan texts me back I know the Whole Foods is looted
      and they are all drinking champagne, dancing. All of them will get
      a cold later.
Riot champagne becomes a term among us that winter.
I wasn't there but I was there too. My germs were there.
I too had that cold.
Is this poem too heroic?
I am sorry.
I worry it is.
Or I know it is.
We are turnt to mere vandals at moments. I'll admit it.
Every computer in that shop.
Every phone in that one.
Every car in that car lot.
I don't want it to be heroic but last night I turned the corner and Nor
      was there with her bike and when I saw her I said I love you and
      we walked down the street as each window was cracked. They got
      turnt. Eventually we disperse. I jog for a few minutes away and out
      of the kettle. We joke, circle back to watch a car burn. Oliver walks
      by. He is hurrying towards the dispersal. I love you we say to him as
      he heads off. The car burns. The fire truck arrives. As I stand there
      watching it, it is as if everyone I ever texted I love you to walks
      by. I love you we call out to each other.
A group of women walk by the car and stop to take photographs. So
      much joy they have. They are laughing with such triumph. Selfies
      and all. Turnt.
This poem is true. I have texted I love you and its variations over
     and over.
Sometimes I barely knew you.
But the names are not true.
This is not a coterie poem.
Is it a milieu poem?
Can it be a movement poem?
I took all the names of this poem and never wrote them in.
There is no electronic record of them.
I found a list of the most popular baby names for various countries in
      2015, the year in which I am writing this poem. I made a list, one
      male and one female from each list. Then I alphabetized it. And I
      put those names in this poem one by one. I got to O.
But Olivia, Saanvi, Santiago, Seoyeon, Sofia, Yui, and Zeynep, I love
      you too.
 
",Juliana Spahr,"Living,Life Choices,Relationships,Family & Ancestors,Friends & Enemies,Arts & Sciences,Poetry & Poets,Social Commentaries,Cities & Urban Life,Class,Crime & Punishment,History & Politics,Money & Economics,War & Conflict",F
3235,"
                    Stuff I probably did and didn't
                ","



After Tim Dlugos' Things I Might Do



I probably didn't tell you that the last
Line of your poem left me on a plane of
Movement somewhere between the best of pop
Culture and the longest break in your favorite pop song
I probably didn't tell you that the train is going to take
Way longer than you think and you were probably annoyed
I probably broke the moon in pieces with my night vision
Straining too hard to remember what I probably dropped in your inbox
I probably should've said what I meant.
You probably knew how my life didn't fix into
That theory box on your shelf, so I probably
Ignored you when you said hi to me near Mercer St
I probably left off the most important thing
But you probably didn't want to hear it
I probably tried to be a good New Yorker and
Work hard and play hard but it didn't work
Out that way, I probably just reverted back to
The Rust Belt mode—work hard, have it not mean
Enough to play hard or play at all. It's probably too hard to make
A dent for yourself in the Rust Belt. It's all probably said and done
Your neighbor knows what you did tomorrow and what was
Going on yesterday. Probably good too so you don't get in trouble
With the other neighbor. But they probably don't know that you could
Be in NY for a few hours and have something good and so life changing happen
To you it was probably a 360 for you and probably took
You years to come down to 180, probably, right?
",Stephanie Gray,"Living,Life Choices,Activities,Travels & Journeys,Arts & Sciences,Poetry & Poets,Social Commentaries,Cities & Urban Life",F
3236,"
                    Somebody Said the Riffs Sounded Like Metal,
                ","
you know I wanted to know which one, the bridges are all made of metal out here, the
diners are still chrome-plated-affairs, a silver lunch box you could almost pick up and
carry on your way home but instead you fit yourself inside of its dents, bulky, heavy
metal, you just went for the leather jacket, you know I flung myself through that metal
that was so heavy, no not mental, but metal, I flew threw(ough) the Blue Sky Diner,
right through Sunnyside's train yards, so high I saw both the trees and trains, the tops
of the semitrucks that squish through skinny streets with not metal but bricks beneath
the surface, you know it was all one and the same, unironic heavy metal, you know
there is such a thing, I hate to have to say it this way, you know under the bridge near
Skillman High School is the best place for a heavy metal concert next to the metal
Queensboro Bridge, next to the Blue Sky Diner flying in the sky, adjacent to Sky Line
Auto and landing for a beer with a splash at the Fire Water Inn - you know you're on
fire, in the water, and the metal, hot, dunked into it, sizzles - yeah, I know you said the
riffs sounded like metal, I know exactly which ones, which dented sides the notes
screeched to and fro to, over and over, a riff engaged in a tiff of metal, the most perfect
sound, perfect sound of all
",Stephanie Gray,"Activities,Travels & Journeys,Social Commentaries,Cities & Urban Life",F
3275,"
                    Mythologizing Always: Seven Sonnets
                ","
I.
Here is a place where declarations
are made/where the heart takes precedence
the gleam goes bland
This is the heart part/intense improvisation
on the I/THOU axis
pity the poor actors (darlings)dust
in their throats (choking) dialogue ancient
(concentrated chatter dictated by clouds)
click of whispers
dammed up phrases     {mythologizing always)
Moans move through their limbs like wind through
Trees talking mad talk 'cross the illuminated
Avenues of hard cities.
II.
Take the skin
Take off the skin
Remove the vital organs one by one
especially the heart
What is left
The skeleton
The skeleton is made of calcium
magnesium, phosphorous et cetera:
an amazing catalogue of chemicals
You are holding in your arms
an amazing catalogue of chemicals
The elements clash tenderly
Sparking compounds that move like eels
Under touch.
III.
Dime falls, your voice rises (fevered)
It's keen, the way the wind whips this
Garbage up and around like a father
Swinging his baby we are holding hands
And yes, giggling no force can stop us now
We are singing all the James Brown songs
We know helpess off-key, but exhilarated
Columbus Avenue breakdown: how the puddles
In the sidewalks radiate splendor/glass
Broken against high-rise buildings beckon
We are hungry the shifting children salsa
And you may be our feast, please linger
You offer me your laughter
I take the sweat from y our cheeks and hum.
IV.
Taste like tears—sea flaked and heated—
Taste like try again and get nowhere,
Maybe, this is the sonnet that mimes itself
Sequences silent and perceptive
The ""might have saids""
The stomach-eating rage
The power of conversation is in its
Possibilities of Interpretation
(here's where the mime becomes important
because the words sound so dumb)
And here's where the anxiety dance gets choreographed.
It goes like this: You turn clockwise.
I turn Counter-Clockwise. We stop, stumble
Resolve our steps. Begin again.
V.
You slipped into something dangerous
after attending to your intimate conferences
Thirsty friends forever requesting water
Or is it blood they want?            Your blood. 
Somebody's screaming. Is it me?
Here on the side street being a sideshow
For passersby. You put on your silver armor.
I have only my quaint devotion.
It is not enough.            You say
I can't eat your food, baby, but I sitll like your cooking.
Did I trip?         Did you?    That Mingus
record is still revolving. You smile
serenely.             I can barely breathe.
VI.
If I could waste myself, I'd do it here
In public. Curse your name till my tongue bled.
The same tongue that searched out the
darkest spot on your back and licked it like chocolate.
Curse your name like you were some
Broken god in need of further profaning.
But I am no good at playing: victim.
Sadness is so private. These tears on the
Uptown Express. Take that tired song off
the constant stereo. It keeps reminding me
That what brought me to you was music.
You said you never lied to me. Fucker.
You take the exit sign home with you.
But I won't become invisible.
",Patricia Spears Jones,"Living,Sorrow & Grieving,The Body,The Mind,Love,Realistic & Complicated,Social Commentaries,Cities & Urban Life",F
3276,"
                    Encounter and Farewell
                ","
It's all foreplay, really-this walk
through the French Quarter exploring souvenir shops,
each of them carefully deranged, as if dust were to settle
only at perfect intervals. Yes to the vetiver fan
that smells sweeter than sandalwood or cedar.
No to the mammy doll dinner bells.
No to the mammy dolls whose sewn smiles are as fixed
as the lives of too many poor Black women here:
motherhood at twelve, drugged, abandoned by fifteen,
dead by twenty (suicide, murder) so easily in Desire.
And yet, their voices sweeten the snaking air,
providing the transvestites their proper Muses,
all of whom have streets named for them in the Garden District.
A soft heat settles on Terpsichore,
just inside the gay bar where the owner's pink flamingos
complement silly songs on the rescued Rockola.
Who can dance to that Lorne Greene ballad, ""Ringo""?
Dixie beer is the beer of choice; marijuana the cheapest drug.
Relaxation is key, since it's all a matter of waiting
for the right body to stumble toward you.
Lust perfumes parties in the projects, barstool chatter at the Hyatt,
lazy kissing on the median strip stretching down Tchoupitoulas.
If Professor Longhair were alive, he'd teach a lesson
in seamless motion: the perfect slide of a man's hand down a
              woman's back;
a lesson you learned long ago before you met me. We are making love
as we did before in Austin and Manhattan.
But in this room on this costly bed our lovemaking
starts out the slowest grind, then, like this city's weather,
goes from hot to hotter, from moist to rainstorm wet.
You're tall, A., and where there should be tribal markings
there are scars-football, basketball, mid-sixties grind parties
where something always got out of hand. There's the perfect
amen. You're your own gospel.
And you bring good news to me-the way you enter me
Like grace, the way you say my name, a psalm.
No. That's not it. It's the engineer in you that
gets me. Your search for the secret line that goes
straight to the center of the earth. Deeper and deeper
you go until there's no earth left in me. And we
hum and moan a song as old as our selves gone back.
There are too many souvenirs in your eyes.
Gifts given too often, too hastily, never opened.
Outside a city sprawls its heat, seeks out every pore,
licks every moment of sweat as we shiver in this chilly room
taking each other's measure. We say good-bye again and again.
As if every kiss, every touch we make will shadow
All our celebrations.
And they do.
",Patricia Spears Jones,"Living,Sorrow & Grieving,The Body,Love,Desire,Activities,Travels & Journeys,Relationships,Men & Women,Social Commentaries,Cities & Urban Life,Race & Ethnicity",F
3277,"
                    Femme du monde
                ","
Fat, face the color of blanc on blanc,
smelling of cheap tobacco and many unwashed garments,
from the other end of the car,
the unmistakable melody of La vi en rose
scratched against tender ears of Parisian commuters.
""Not La vi en rose again"", said the young Frenchman facing me.
I understood every word he said.
The old woman singing was no tiny sparrow,
no waif.
Her corpulent canine companion was equally uncouth.
She sang Piaf's signature song with a hostile gusto,
each syllable enunciated loudly.
We sniggered as the singing voice came closer.
So close we began to sing along, conspirators, smiling.
And we welcomed the doleful silence at the song's inevitable end.
I gave her a centime or was it two?
She deserved it.
Was she blind?
Did it matter?
As for me, I am weary of speaking shattered Spanish with
               Argentinean intellectuals
and outmoded American slang with the Moroccan grocer and his
              cousins
on the Boulevard Saint-Michel near rue du Val-de-Grâce
And I cannot seem to count past the number, sept!
Gloved hands push apart the Metro's doors. It is journey's end.
I try singing Piaf's mysterious refrain, grateful for my own
soulful silly version on the walk towards the rue Henri-Barbusse,
a short slice of street named for a revolutionary
or was he a pirate philosopher?
Tired and cheered outside my American language, I am
puzzled with the battered glamour of this city
built for electric illuminations, swift flirtations,
as I follow the paths to dead poets shaped in solemn statuary
harboring the austere lawns of the Jardin du Luxembourg.
",Patricia Spears Jones,"Living,Life Choices,Activities,Travels & Journeys,Arts & Sciences,Language & Linguistics,Social Commentaries,Cities & Urban Life,Class",F
3302,"
                    An Age of Miracles
                ","
He walked to the window
stared down twenty stories to the street
gaseous and dizzy as a swamp
not visible at this height
but there had been a street down there
and he knew
It came with the apartment
and the guarded foyers and halls
and the doorman
holstered
beneath the uniform
the television split-screening
front and rear entrances
He knew it was all there
and he was here twenty stories above
the unsetteled swamp-mist
he knew the trucks bound for the bridge
were still passing near
he could feel them rumbling
in the soles of his feet
so he knew
the floor he walked on
was someone's ceiling
and it was all normal tonight
and countable
a two-year lease because
a desirable
with full view of
river-
a five-by-three balcony through the door is
$200 deposit
fully carpeted
self-defrosting refriger-
the balcony door is stuck but
He can stare twenty stories down
from the windowsill
watching the swamp smokes curl and thin
and the swamp lapping at the base
and the unpaid-for miracle
one inch at a time
",Joyce Carol Oates,"Living,Life Choices,Social Commentaries,Cities & Urban Life,Class",F
3319,"
                    Nobody Knows
                ","
We had to imagine you even then, Ramon, your star lost,
a glimpse to die for,
all the kids galloping to Westside Park
where your gang was supposed to meet in open warfare
those bitter skinny boys from Toonerville,well-armed, Lupe said.
And when we got there, nothing, no armies, no chucos
with long tails and zip guns, just the grass
with its stunned look, as though it never really wanted all that light.
City grass doesn't want much of anything,
it's not out there trembling with desire,
minds its own business, leeching slowly upward from busted pipe.
And now nobody knows what you really wanted, Ramon,
when the needle spun true north,
or why that final rush of light, flat stare of lawn
as you staggered by, seared your own throat shut.
Tonight, I'm getting to the smallest place I know,
dusk coming on slow,
the moon half full of shade,
so still it almost doesn't want to move,
whispers a phrase to particles of blue.
Same moon you knew with its white mind watching,
same moon you walked beneath and were gone.
",Marsha De La O,"Living,Coming of Age,Death,Sorrow & Grieving,Time & Brevity,Relationships,Friends & Enemies,Social Commentaries,Cities & Urban Life,War & Conflict",F
3349,"
                    On Parting
                ","
Before I go let me thank the man who mugs you,
taking your last paycheck, thank the boss who steals
your tips, thank the women who may break you.
I thank the pens that run out on you midsentence,
the flame that singes your hair, the ticket you can't
use because it's torn. Let me thank the stars
that remind you the eyes that were stars are now
holes. Let me thank the lake that drowns you, the sun
that makes your face old. And thank the street your car
dies in. And thank the brother you find unconcious
with bloody arms, thank the needle that assists in
doing him in—so much a part of you. No thanks
to the skin forgetting the hands it welcomed, your
hands refusing to recall what they happened upon.
How blessed is the body you move in—how gone.
",Cate Marvin,"Relationships,Family & Ancestors,Social Commentaries,Cities & Urban Life",F
3350,"
                    Landscape Without You
                ","
Roofers scrape the scaly lid
of an auto shop beside the house
where I live. Where I live
shirtless men tear at the black
scabs of a roof's old flesh, toss
scraps into the back of a truck
parked in the lot next to a house
where I live. Where I live
a tarp rattles at night, plastic
rustles, and trash is kicked along
pavement by wind. Roofers
curse and shell the tire shop's
peeling lid beside the house
where I live. Where I live
a tarp shakes all night; cans
land on pavement, tossed from
windows of cars that blur by
where I live. Where I live
windows are ladled red with
light your sun leaves me with.
Repairs are made to roofs which
will never cover me. As I read
the road between us, tire tracks
unscroll their tawdry calligraphy.
Any day now you shall arrive, roar
into my eye with your mountainside.
Where I live when I live where
landscape cannot survive you.
",Cate Marvin,"Social Commentaries,Cities & Urban Life",F
3357,"
                    Flowers, Always
                ","
Inexplicable, the sign outside a deli scrawled
with FLOWERS
                                 and below that: ALWAYS.
But there were no flowers. And I have never
seen an Always. I would like to,
                                              and I have looked.
I have kept my eye keen
                                        for Always, have liked
its idea like an expensive purse, coveting it as
it appears,
            riding the arms of rich ladies who are
so very lady.                      I've rolled on velvet
            cushions where I heard Always slept,
and I once tried to kiss Always,
                  but I don't think it was the Always
I was looking for.
I like your Always, it looks
such a demanding pet. It looks like it kisses
nice and soft.
                         It looks like the bruise I found
flowering on my knee.
                                    I fell down at your voice.
Not to worry, I got right back up, walked ten
more blocks
                     and by then I was halfway home.
I knock my knees blue
                                         and scabbed crawling
toward you, wanting flowers,
                               and always, always, always
to slide against the cold vinyl of a car's seat,
your pale hands
                            on the bare backs of my legs,
that's one Always I want, and whoever knew
there were so many species
                              of Always? Your bare hands
on the pale backs
                            of my thighs, printing bruise,
and if you said Flowers, said Always and we
could erect a forever
                                    of something like sheets
                         and breakfast and an ordinary
day, my eyes would
                always slide across the table toward
you,
       to warm their twin marbles in your palm,
my face would flower
                          for you daily, so that when we
die, roses might petal
                                themselves out our throats.
",Cate Marvin,"Arts & Sciences,Humor & Satire,Social Commentaries,Cities & Urban Life",F
3413,"
                    America, I Sing You Back
                ","



for Phil Young and my father Robert Hedge Coke;
for Whitman and Hughes



America, I sing back. Sing back what sung you in.
Sing back the moment you cherished breath.
Sing you home into yourself and back to reason.
 
Before America began to sing, I sung her to sleep,
held her cradleboard, wept her into day.
My song gave her creation, prepared her delivery,
held her severed cord beautifully beaded.
 
My song helped her stand, held her hand for first steps,
nourished her very being, fed her, placed her three sisters strong.
My song comforted her as she battled my reason
broke my long-held footing sure, as any child might do.
 
As she pushed herself away, forced me to remove myself,
as I cried this country, my song grew roses in each tear’s fall.
 
My blood-veined rivers, painted pipestone quarries
circled canyons, while she made herself maiden fine.
 
But here I am, here I am, here I remain high on each and every peak,
carefully rumbling her great underbelly, prepared to pour forth singing—
 
and sing again I will, as I have always done.
Never silenced unless in the company of strangers, singing
the stoic face, polite repose, polite while dancing deep inside, polite
Mother of her world. Sister of myself.
 
When my song sings aloud again. When I call her back to cradle.
Call her to peer into waters, to behold herself in dark and light,
day and night, call her to sing along, call her to mature, to envision—
then, she will quake herself over. My song will make it so.
 
When she grows far past her self-considered purpose,
I will sing her back, sing her back. I will sing. Oh I will—I do.
America, I sing back. Sing back what sung you in.
 
",Allison Adelle Hedge Coke,"Arts & Sciences,Poetry & Poets,Social Commentaries,Cities & Urban Life,Town & Country Life",F
3440,"
                    Perspective
                ","
When I see the two cops laughing 
after one of them gets shot
because this is TV and one says
while putting pressure on the wound,Haha, you're going to be fine,
and the other says, I know, haha!, 
as the ambulance arrives—
I know the men are white.
I think of a clip from the hours 
of amateur footage I've seen
when another man at an intersection
gets shot, falls, and bleeds from a hole
the viewer knows exists only by the way 
the dark red pools by the standing cop's feet,
gun now holstered, who
yells the audience back to the sidewalk.
I know which one is dying 
while black and which one stands by white. 
I think this morning about the student 
in my class who wrote a free write line 
on the video I played
that showed a man pouring water
on his own chest, ""...the homoerotic 
scene against a white sky"" with no other men 
present. Who gets to see and who followswhat script? I ask my students. 
Whose lines are these and by what hand
are they written?
 
",Amy King,"Living,The Mind,Arts & Sciences,Poetry & Poets,Social Commentaries,Cities & Urban Life,Race & Ethnicity",F
3602,"
                    Not Another Anthem
                ","
As soon as I step into the tunnel that will take me under the river I need to
cross to get to the city my brain shuts down.  No signal gets through and the
question remains how do I know?
 
With a brain well emptied, and a head a vacuum of nothing,
everything I’ve ever known goes quietly absent.  As still and
as quiet as a house abandoned or a mouth wide open in a painting.
 
As soon as I step out of the tunnel scientists squabble about when
we should abandon the earth for some other place.  I duck straight back
into the tunnel in order to disrupt the signal.
 
In the tunnel's shelter there is nothing in my head, it's empty enough
For the origins of the universe to begin.  A frightening thing
interrupted by my backing back out of the tunnel just in time.
 
In the light of day what's on my mind turns out to be your lifespan.
Next to the tunnel is the only safe place to be.  It is the only place
where it's certain I’ll not all day not need to be crying and weeping to go on.
 
Which draws me directly back into the tunnel
to interrupt the signal.
It takes a little while for my mind to stop trembling.
",Dara Wier,"Living,The Mind,Nature,Stars, Planets, Heavens,Social Commentaries,Cities & Urban Life",F
3610,"
                    Under the Edge of February
                ","
Under the edge of february
in hawk of a throat
hidden by ravines of sweet oil
by temples of switchblades
beautiful in its sound of fertility
beautiful in its turban of funeral crepe
beautiful in its camouflage of grief
in its solitude of bruises
in its arson of alert
Who will enter its beautiful calligraphy of blood
Its beautiful mask of fish net
mask of hubcaps mask of ice picks mask
of watermelon rinds mask of umbilical cords
changing into a mask of rubber bands
Who will enter this beautiful beautiful mask of
punctured bladders moving with a mask of chapsticks
Compound of Hearts   Compound of Hearts
Where is the lucky number for this shy love
this top-heavy beauty bathed with charcoal water
self-conscious against a mosaic of broken bottles
broken locks   broken pipes   broken
bloods of broken spirits broken through like
broken promises
Landlords  Junkies  Thieves
enthroning themselves in you
they burn up couches they burn down houses
and infuse themselves against memory
every thought
a pavement of old belts
every performance
a ceremonial pickup
how many more orphans  how many more neglected shrines
how many stolen feet  stolen fingers
stolen watchbands of death
in you how many times
Harlem
 
hidden by ravines of sweet oil
by temples of switchblades
beautiful in your sound of fertility
beautiful in your turban of funeral crepe
beautiful in your camouflage of grief
in your solitude of bruises
in your arson of alert
beautiful
",Jayne Cortez,"Nature,Animals,Social Commentaries,Cities & Urban Life",F
3615,"
                    These New York City Pigeons
                ","
These New York City Pigeons
cooing in the air shaft
are responsible for me
stubbing my toe
spraining my ankle
and getting sick on ammonia fumes
That pigeon roosting on the clothesline
stole my nightgown
Those pigeons on the street lamp
made me feel foolish
while riding in a black car
completely splattered
with their grey & white poo poo
These New York City pigeons
are not calm like pigeons of Oxalá in Brazil
and do not croon like doves of Zimbabwe
New York City pigeons moan
strange    low    mournful    quivering cancer-like moans
mixed with
hungry hyena barks
& gulping loss of the forest cries
New York City pigeons
are not relaxed like
pigeons sunning at
Marcel Duchamp swimming pool in San Francisco
New York City pigeons are not happy like
pigeons standing on head of the woman
selling bananas on a street corner in Johannesburg
New York City pigeons
flap viral leather fungus dust from wings into faces
then sit on steps vocalizing & waiting
for the death of humankind
New York City pigeons
are not friendly like
pigeons eating flaky crescent-shaped rolls at
Hotel du Piémont in Paris
New York City pigeons
are not content
like pigeons
posing for photos on arms
of men in plaza of Caracas
New York City pigeons
will lounge on ledges
& murmur profanity all day
will fight for fucking space in
the mating season
shit on air conditioners
& wipe their asses on windows
while big cockroaches
suck Sucrets in the dark
New York City pigeons
are not alert
like pigeons
sitting quietly on bicycles
in peace memorial park of Hiroshima
New York City pigeons
roll their pearly eyes
inflate their throats
and defecate on the shoulders of pedestrians
New York City pigeons
have no love for crumb-throwing pigeon lovers
& no year of the pigeon is celebrated
at least
not for these New York City Pigeons
",Jayne Cortez,"Nature,Animals,Social Commentaries,Cities & Urban Life",F
3735,"
                    Green Light Go
                ","
To be a disco ball dangling in a storefront window, in the sun, with a cage on  it. To be two and three disco balls, downtown McAllen, spangles of sun and  water that grew tangerine skins late February, pink bottlebrush nostrils, buff-bellied hummingbirds. To be mirrors and hexagonal combs, mexican honey  wasps, larvae, paper, wax. To make geometry without vocabulary, to be live  music—take off your jacket, girl, wear your tank top . . . it's ninety degrees! To be a green light go, downtown Corpus, after cars and trucks zooming on beach  sand, before hot tubs. To be an orange sun driving from Anzaldúa's grave, to  be a cactus bloom fuchsia, opuntia, Laguna Atascosa, Laguna Madre, to be a  watering hole, a mud chimney air vent for crawdad water tunnels. To be a silver lizard run over by tires, a swatch of river on asphalt, to be a bolt loosened from  the border wall, to be a peso falling out of the border crossing's revolving slot,  to be a coke-bottle dove, a mexican coca-cola, a cooing quorum of lotería cards  signing a resolution. To be a goose perched on top of an abandoned sink in a yard, in a town that fords the river, to be the woman stretched on her beloved's grave, returned after decades. To be a kid in juvie, to be her guardian, the judge,  the p.o., to be the letters she writes, the words that matter more than food, almost as much as music and more than makeup, nearly suns seen through the mandatory skylight, imagined by the control room monitor. To be el chalán, the last hand-drawn ferry on the river, its ropes pulled by pilots, to be a passenger  almost on the other side.
",Emmy Pérez,"Social Commentaries,Cities & Urban Life,History & Politics,Race & Ethnicity",F
4031,"
                    A Street in Lawndale
                ","
i. the old marrieds
But why the moon rose so cruelly, neither of them would say.
Though a listless jazz buzzed obediently beneath their day,
and he had seen the hand-in-hands dotting the dim streets.
And she had heard the morning skillet scorch its Mississippi sweets,
its globs of fat. Now, time to be closer — here, on the verge of May.
But why the moon drooped so cruelly, neither ventured to say.ii. kitchenette building
We are soft-caged behind streaked windows, our someday plans
grayed and siphoned flat. “Faith” is simply a church sound, not strong
like “factory,” “scrubbing the chitlins,” or “keeping that man.”
But could faith be a blatant gold blasting through dinner’s fatty fumes,
its perfumed lure tangling with the smell of twice-fried potatoes
and twist-tied bags of reeking rubbish lining the dark hall?
Fluttering beneath florescent sputter, could faith warm our rooms,
even the walls scrubbed raw with Baptist chill? If we let faith in,
had the mind to carve it a space, keep it Sunday clean,
anticipate its slow glories, beg it to begin?
We can’t spare the time faith needs. We don’t have that minute.
Since silly wants like hot water require we be practical now,
we wait and wait on the bathroom, hope the warm stays in it.iii. the mother
Murders will not let you forget.
You remember the children you had — suddenly quarry, target —
the daughters with gunfire smoldering circles in their napped hair,
the absent sons whose screams still ride the air.
You knew the ways of bullets, prayed your child run, outrun, beat
them in their race toward the heart of your baby, your sweet.
You imagine another child cocking the hammer with his thumb,
or blazing the blade forward, harkening the dark that will overcome
you. Never again will you look at a bright, upturned face and sigh,
returning again and again to drown your baby in the mama-eye.
I hear on Kilbourn, on Christiana, the not-there of my children.
I have pushed them flail and wriggle from my tired body, eased
my babies into a world of growl and gun. The breath-suck,
I wailed and prayed, my loves, as rougher mothers seized
you. Now I am newly barren, drained of mother luck,
and you are suddenly far beyond my futile reach.
If I let these frantic streets deny the tender in your names,
if I relinquished you to this city and its unrelenting games,
your end is all I own. If I dared let others govern your deaths,
if I wasn’t there to mourn your final blurring breaths,
believe that my loss of you to this was not deliberate.
Though I have no right to whine,
whine that none of the blame was mine,
since, in every world I’m rooted in, you are dead.
Or rather, or instead,
you are so much a hollow of the children I made.
But now you are scar on the pavement. I am afraid —
is that the you there is now, how the story of you will be said?
You were born — a gunshot, a swift blade — then you died.
It’s too much this way — even the child who killed you cried.
Believe. I loved you all.
Be. Leave me the sounds of still-thudding hearts. I grieve you
All.iv. a song in the back yard
I’ve wallowed in the back yard all my life.
I want to slide ’round front
Where it’s gold-splashed and guarded and spined fragrance grows.
A girl gets a craving for rose.
I want to go in the front yard now
and far away from these nappy weeds — this alley
too. I wanna see where the well-off children play.
I want some proper fun today.
They do some miracle things.
They have that secret kinda fun.
My daddy says They’re uppity, but I think it’s fine
how they’re tucked in their beds by a quarter to nine.
My mama, with her country ways, try as she may,
will never turn me into a weeds and wildflowers woman,
that’s a fact. I only stay up late
on account of all her party folk flooding our back gate.
But that’s OK. I think front yard folk are perfect. Really, I do.
And I’m gonna be a righteous woman, too.
And wear a soft cardigan, cashmere trimmed in lace.
And stroll ’round all of Lawndale with this righteous on my face.
",Patricia Smith,"Living,Death,Life Choices,Parenthood,Sorrow & Grieving,Relationships,Home Life,Men & Women,Religion,Faith & Doubt,Social Commentaries,Cities & Urban Life,Class,Race & Ethnicity,War & Conflict",F
