,Title,Poem,Poet,Tags,gender
1730,"
                    Philomena’s Revenge
                ","
As a teenager
she was like any other,
boys, the craic,
smoking down the backs.
 
Later there was talk
she broke things,
furniture and glass,
her mother’s heart.
 
‘Mad at the world,’
the old women nod,
round each other’s faces.
 
But it was more
than that
and for less
she was punished.
 
That weekend
she didn’t leave a cup alone
every chair hit the wall,
Philomena’s revenge.
 
Soon after
she was shifted
and given the shocks.
 
Round each other’s faces
the old women nod
‘Treatment, treatment
they’ve given her the treatment.’
 
These days
she gets on with the furniture,
wears someone else’s walk,
sees visions in glass.
 
She’s good too
for getting the messages;
small things, bread and milk
sometimes the paper,
 
and closing the gate
after her father drives out,
she waits for his signal
he always shouts twice,
 
‘Get the gate Philo,
get the gate, girl.’
",Rita Ann Higgins,"Living,Health & Illness,The Mind,Social Commentaries",F
1750,"
                    The History of Red
                ","
First
there was some other order of things
never spoken
but in dreams of darkest creation.
 
Then there was black earth,
lake, the face of light on water.
Then the thick forest all around
that light,
and then the human clay
whose blood we still carry
rose up in us
who remember caves with red bison
painted in their own blood,
after their kind.
 
A wildness
swam inside our mothers,
desire through closed eyes,
a new child
wearing the red, wet mask of birth,
delivered into this land
already wounded,
stolen and burned
beyond reckoning.
 
Red is this yielding land
turned inside out
by a country of hunters
with iron, flint and fire.
Red is the fear
that turns a knife back
against men, holds it at their throats,
and they cannot see the claw on the handle,
the animal hand
that haunts them
from some place inside their blood.
 
So that is hunting, birth,
and one kind of death.
Then there was medicine, the healing of wounds.
Red was the infinite fruit
of stolen bodies.
The doctors wanted to know
what invented disease
how wounds healed
from inside themselves
how life stands up in skin,
if not by magic.
 
They divined the red shadows of leeches
that swam in white bowls of water:
they believed stars
in the cup of sky.
They cut the wall of skin
to let
what was bad escape
but they were reading the story of fire
gone out
and that was a science.
 
As for the animal hand on death’s knife,
knives have as many sides
as the red father of war
who signs his name
in the blood of other men.
 
And red was the soldier
who crawled
through a ditch
of human blood in order to live.
It was the canal of his deliverance.
It is his son who lives near me.
Red is the thunder in our ears
when we meet.
Love, like creation,
is some other order of things.
 
Red is the share of fire
I have stolen
from root, hoof, fallen fruit.
And this was hunger.
 
Red is the human house
I come back to at night
swimming inside the cave of skin
that remembers bison.
In that round nation
of blood
we are all burning,
red, inseparable fires
the living have crawled
and climbed through
in order to live
so nothing will be left
for death at the end.
 
This life in the fire, I love it.
I want it,
this life.
",Linda Hogan,"Living,The Body,The Mind,Relationships,Family & Ancestors,Religion,The Spiritual,Social Commentaries,History & Politics,Mythology & Folklore",F
1782,"
                    A Small Anatomy of Feeling
                ","
That which installs itself in the mind embraces sound
 
Rebounding,
                         rounding the fecund earth
 
Birth, as in what is not, as in one makes one,
                                                     is a mighty absence to understand
 
(and there are those who fail to get their lessons done)
 
Dun is the color of submission
 
Unfledged, she leafs through what has been nothing never
Never to be what she is/ or could /or hope to be
Bewitched by dictions (fictions) on the surface—
 
Face naming that which she must save, polished like an apple—
 
Apple of the eye, amour of town and street, apple of the cheek
Eaten with a dab of honey for a sweet year
 
Ear to who am I in the suddenly-arriving what-comes-next
Next to being, next to delivery, next to undergone
Gone parenthetical but now revived as her eye
Spies the sudden trespass of his unexpected welcome—
 
Succumbing, coming unto him in full sun this morning
 
Mourning what she need not beguile or lie beside
",Anna Rabinowitz,"Living,The Body,The Mind,Relationships,Men & Women,Social Commentaries,Gender & Sexuality",F
1783,"
from A Treatise on Painting
                ","



. . . some days ago I saw the picture of an Angel who, in making the Annunciation, seemed to be trying to chase Mary out of her room with movements showing the sort of attack one might make on some hated enemy; and Mary, as if desperate, seemed to be trying to throw herself out of the window. Do not fall into errors like these.  

                                                                                                — Leonardo da Vinci



It is time to speak of the lies
            of images, omissions, insertions—             imitations of reality,                         but whose reality, Leonardo? 
     For you she’s in nature— 
                 you’ve lavished so much attention
                                      on rock formations along your raised horizon
                 varieties of grass in the lawn
                 cloud convocations 
                          and the shadow the archangel casts
            obliterating most of what’s imagined growing there 
                        and she, lovely, composed—“great grace of shadows and of lights is added
to the faces of those who sit” beside the darkness of brown plasterwork—her right arm
almost deformed, too far forward, 
                        reaching out at an impossible angle—
 
                                                FOR WHAT
 —Botticelli, Campin, van Eyck—for you
 
she’s indoors all decked out in luscious silk and satin,
surrounded by finery—tied-back drapery, carved benches,
a rug or tiled floor, loggias
and archways beyond her wildest ken
windows revealing hortus conclusi and winding paths
              slogging toward the sea
And what of all those blues and golds, so rife with wealth
 
            in her life there’s only red from madder juice
            and yellow from kaolin clay
                        and a linen shift all frayed
 
The truth also is a small opening high up on the wall
A floor that’s hard-packed dirt
And beyond the room, villagers working the fields,
donkeys dragging threshing boards over newly harvested wheat
 
            AND EVERYWHERE, INSIDE AND OUT, WORLD-MOTHETING DUST
 
                                         For all of you
this is an event reduced to a book she cannot read
a lily she does not smell
a lectern she never owned
 
She might as well comb her hair with a stiletto heel
Make of her body a cloud of white tulle
Carry a watering can and wear shapely wooden clogs
Fake glamour in a black bare-back gown
Crouch on the ground flipping coins
Pop a pogo stick between her legs and levitate
 
                          SHE COULD BE ANYONE            ANYWHERE             ANYTIME
 
 
She could be sitting in her slip, bored,
bored to death, the intercom
image appearing out of nowhere,
announcing a stranger
 
            (prima materia, take a deep breath
 
            (for divinity to enter the world,
                        your mystery must be experienced
 
Her eyes will go wide, not expecting this
 
Her ears have encountered only silence
 
            and the soft moan of a dove
                        (OOOOOOOOOOOOOOO
 
The trees thin
The cumulus sky crackles ever so quietly
Somewhere a rainbow breaks
 
            too loud now
                        too strident
 
                        He’s gotten in
 
Hail comes in pellets
            (heavy hitters
 
            She will be patient
            and hear him out
                        though what she really wants is to get back under the covers
                        that are damask, but a lie—
                                    (rough-hewn flax is what she’d have)
 
Or she could be blending a batch of myrrh
and roses to deodorize the foul
stench of the room that opens out
not on a vista of budding poplars
but on sewage,
piles of it
come to rot at the side of the road
just there, in front of her door
            where broken planks of wood lean
            and bleating sheep wait to be herded up the hill
 
But here’s this guy breezing in
 
                             (Titan, El Greco paint his feet unplanted on the ground
                                         (is he preparing for a quick getaway
                                                     or must he be higher on the picture plane
                             (Tintoretto catches him in mid-flight, a show-off, he
                             (Martini and Crivelli force him to his knees
 
The breeze may be the whisper of something
              she is in danger of losing
 
                             (the breeze may be her destiny
 
 
or his feathers could begin to moult
                             (transaction of feathers,
                             (light as a feather
                                                in the face of all that dust she can’t escape
 
or she could cringe at wings,
                                  voracious, unfurled,
trying to scoop her up, knock her down,
drown her in their soft pile,
 
snuff out any NO she stashes in her mind,
or the wind could whip his feathers
and blow the townsfolk quickly to her side
 
          (Today, she knows no one will arrive in time . . . )
 
          Certainly not those people tending their gardens,
                      (as if anyone had topiary trees
                               as Rogier van der Weyden (possibly Memling) shows
 
                                                (read fields of barley and wheat
                                                              and plows, plenty of plows
 
In his eyes, pools of light map no pollution, only flame
In hers, no flecks, no threads mar the cobalt calm
 
            until his hail scumbles their surface
 
            What is she to make of it
 
Her lids lower
 
Chrysalises, her eyes close on their private dusk
                        (she’s already seen her share of Roman crucifixions
 
            (perhaps the future is there and her eyes seek the great above
                             where son and mother will be united
            (perhaps she conjugates the months—
                                              (nine is real—
                                  (a number done on her
 
            (perhaps she dabbles with using rue to end the thing
 
                                              SHE’S GOT A CHOICE AFTER ALL
 
 
For the child she will have boundless love
 
For posterity the memory of being
 
For her life no proper translation
",Anna Rabinowitz,"Living,The Body,The Mind,Relationships,Family & Ancestors,Arts & Sciences,Painting & Sculpture,Social Commentaries,Gender & Sexuality",F
1825,"
                    Dead
                ","



for Hannah




The way my daughter sleeps it’s as if she’s talking
to the dead. Now she is one. I watch her eyes roll
backwards in her head, her senses fold
 
one by one, and then her breathing quiets to a beat.
Every night she fights this silent way of being
with all the whining ammunition that she has.
 
She wins a tired story, a smothered song, the small
and willful links to life that carry her away.
Welcome to the Egyptian burial. She’s gone to Hades
 
with her stuffed animals. When she wakes,
the sad circles disappeared, she blinks
before she knows me. I have listened
 
to one million breaths of her. And every night
my body seizes when she leaves to go
where I am not, and yet every night I urge her, go.
",Sarah C. Harwell,"Living,Parenthood,The Body,The Mind,Relationships,Family & Ancestors",F
1862,"
                    Don’t Let Me Be Wistful
                ","
The heat out there this evening
 
is contained heat like things keep applicable boxes
 
at the ready then subsume their diverging constituent parts
 
long ambivalent talks into midnight, all those
 
glowy Sophia Coppola movies, Prosecco
 
the sexiest records I know. I don’t feel
 
how I know anymore to be more than something seeking
 
my appalling lack of cinematic knowledge, fictive innocence
 
& something like the break-down of those little boxes
 
little tombs put their hands up in front of my mouth
 
there’s a tacitly humiliating eulogy to drown out couldn’t feel
 
much more stupid about feeling stupid over feeling
 
stupid, living. Let me go & watch something
 
moving several images some of them symbolize humility broken
 
postures bloodshot eyes, intimately talking through this
 
publicly I am not developing at all but just the same. So hot
 
outside in the evening heat locking hazy jonquils
 
& sunflowers dead for two weeks, ridiculously
 
mournful as I’ll try & dimly think of the last real shock.
 
I remember disgust perhaps & something like alarm (the phone
 
going off in the middle of the night) pervasive disappointment
 
&, for sure, horror, but shock?, as if the heat were seceding from the frames
 
of its containment thought & feeling & establishing some wonderama
 
ratios & beanpole features quick to surge beyond the human model.
 
I know I do the heat out there this evening
 
will & maybe I should be the one I know who has to stop.
 
If I have to heal myself completely every time before I start
 
I shouldn’t be. I think about the god of demurrment in the world
 
or I think about it later having fallen to its love spell — the heat
 
keeps me shut up at the table in the evening
 
at the laptop arranging each letter with the same affectless love
 
it’s nothing moving Avery born & Vivian to come December
 
Kermit the Frog sings the Ave Maria while the white flag is endlessly
 
lowered & raised through the whole master/slave dialectic forever.
 
Don’t let me be wistful. Let me be the actual heat, forgiven
 
its severity & leaving for the year. Mercy is just like the children’s zoo it’s real
 
weird to think about anything now, think how fucking hard
 
a fucking beach read used to be sewn into its spine
 
delicious words from start to finish I could just
 
lay there & die it’s so goddamn nice in this sigh vitrine real 9/11
 
kind of midnight Friday midnight, lamely shifting in my chair, the fan
 
that stops the love that moves the world that stops goes out on gold
 
weeks other weeks it just sits in the back.
 
It collects statically. I hate that.
",Dana Ward,"Living,The Mind,Nature,Summer,Weather,Arts & Sciences,Social Commentaries,Popular Culture",F
1865,"
                    Robinson Walks Museum Mile
                ","
the ideal city building itself in his brain.
Is this mile magnificent? He’s lived here
 
a while, but the mile feels unreal. Robinson’s
training himself to act blasé. Do museums
 
amuse me? Yes, but not today. Would he
like to be in one? Of course. Why not?
 
An object of value with canvas wings,
an unchanging face in a gilt frame, arranged—
 
thoughtless, guilt-free, & preserved
for eternity. Robinson doesn’t want to be
 
exceptional. He knows he is. He wants to beperceived exceptional. Trains plunge by, steam 
rising from the grates. Sing, muse! of a man
ill-met at the Met. A man on his lunch break, 
heading for a heartbreak, a break-up with Time.
A break-up with time? Feeling filled with ice, 
the way you chill a glass, Robinson passes
the National Academy. He craves a sense 
of belonging, not to always be longing. To be
standing in a doorway, incredibly kissable, 
not waiting at the four-way, eminently missable.
Is this mile magnanimous? He wants it 
unanimous: that this is his kind of town—
up & down & including Brooklyn. The sky 
is clearing, but the isolation sticks.
Robinson’s not sure what a camera obscura 
is for, but he thinks he should have
his portrait done with one. Faces 
blur by as he heads toward the Frick.
Something used to photograph the obscure.
",Kathleen Rooney,"Living,The Mind,Arts & Sciences,Painting & Sculpture,Social Commentaries,Cities & Urban Life",F
1866,"
                    Robinson Escapes to the Cape for Independence Day
                ","
O little-know facts—how Robinson attracts them! 
Pilgrims rocked ashore here, before Plymouth Rock. 
The word scrimshaw is of unknown origin. 
The stock name of the archaic two-lane main road? Route 6A. Really
it’s Old King’s Highway. 
Some facts are useless: the paper bag was invented in Dennis. 
Some facts are not: Wellfleet’s town clock sings out ship’s time. 
19th century Americans observed only three holidays. The Fourth of
July was one. 
O witty aperçus—how Robinson accrues them! 
Good food is self-made, like a good millionaire. 
Don’t just do something. Stand there. 
It’s got to be the weekend somewhere. 
Robinson is crisp & perspicuous. His wife stands next to him on the
sand. 
Democracy could be a lot more sexy if . . . this one fades in the rockets’
red glare. 
Ann blushes, runs a hand through his hair. 
Robinson looks up, concussed. 
Fireworks percuss.
",Kathleen Rooney,"Living,The Mind,Social Commentaries,History & Politics,Independence Day",F
1868,"
                    Meds
                ","
1.
 
Living from pill to pill, from bed to couch,
what doesn’t kill me only makes me dizzy.
Pain dissolves like chalk in water,
grit on the bottom of the glass.
 
Waiting takes forever,
throbs to the soles of my feet, Bella noche . . .
 
Hives as large as mice hump up under my skin
(“no more barbiturates for you, Cynthia!”)
—itch, stretch, I don’t fit my flesh—
sting, tingle, prick, the sorcerer’s threat.
 
There’s a knife stabbed through my left eye.
My right foot is made of elephant hide
and weighs in at roughly one cartload of potatoes.
Oxygen twenty-four hours; I’m swelled with steroids,
 
prednisone buzz in the brain; a motel room
with sixteen foreign workers sleeping in shifts,
playing reggae at three a.m.
 
 
2.
 
Oh I love my white pill
that makes the black fist of pain unclench,
unspasming the nerves. I float,
released to darkness visible,
worlds dissolving.
 
And the yellow pill, bitter on my tongue,
that wakes me at 2 a.m.
writing out plans in Arabic
to organize an expedition to the Pole.
Drug of hubris searing my eyes,
my scrawl unreadable in daylight: foil my enemies.
 
Bitter taste of fugue,
my hand shakes: some foreign being in my brain giving orders.
You must You must You will.
 
Later, the pungent brown liquor
shoots the dark with threads of gold behind my eyes.
One flash as the mind goes out.
 
 
3.
 
I must elude pain
                                                            float past clarity
pain in the brain
                                                            slammed down like a housefly.
 
It’s a big dodge.
 
Fly on a stovetop
                                                            sizzle and ash pop.
 
This is illusion,
                                                                        mental confusion
 
                                                            born in the synapse.
What can be undone
                                                            down to the last gasp.
It’s a hodgepodge.
 
If you kill pain
                                                you will become pain;
 
pain does not feel pain,
                                                            no nerves in the brain.
 
It’s a mind-fuck.
 
It’s just your bad luck.
 
                                                            A torpor sealed my brain
                                                            I felt no humans near
                                                            it seemed to me I could not feel
                                                            or touch or see or hear.
 
I don’t know who I am
                                                            without my medicine.
My skin will crawl with bugs
                                                            if I don’t get my drugs.
My brain’s a maelstrom,
                                                            singing a sad song.
Reality is so cruel.
 
Prednisone oh prednisone
so fast my mind racing, never tasting
rest.
 
Razzle-dazzle razz
 
Fist bitch piss stitch witch . . .
                                                            (only wait, the fit will pass.)
 
fast, gash, lash, splash—QUIT!
 
(I saw a werewolf in a white suit, walking
past the tables at the Full Moon Café.
Floppy bow tie, big furry hands.)
 
Percodan, Percocet, let you go, let you rest.
When the grip lets you go and you float like a note
on the flow, there’s your life, there’s no worry—
(yeah, it’s funky how the night moves.)
 
Barbiturate babykins, narcotic slut,
black oil of opiate. Chatty Cathy, dirty brat,
bed-wetter, nasty pants.
 
Painkiller, painkiller, I have a new friend,
better than my old friend,
plugging holes in the brain:
Sigmund Freud, Sigmund Freud, Sigmund Freud, Cocaine!
 
I want a soft landing; let me float.
Once the seizure lifted me and threw me down.
I did not like it. I did not like lying there
on the floor looking up
through air like green water.
 
 
4.
 
And there is one so dark, a ghost,
it passes through the mesh of thought
without tearing a strand, whispering
destinies perceived true, pronouncing
sentences of death.
 
 
5.
 
A cloud, the absence of a noun, no name,
roaring far away in the summer
dark like a train, or a giant fan, or a highway that never stops.
The mind explodes in the dark of space,
unnursed by atmospheres,
as air raid sirens scream for blood
and I am only nerves, strung on constellations,
meridians and vectors quivering. A red and yellow
capsule invades the chemistry of thought; cathode rays blast
from the television screen and signals pass deep into space
until the stars are singing “Rosalita.” You
will not remember this night.
",Cynthia Huntington,"Living,Health & Illness,The Body,The Mind",F
1869,"
                    Shot Up in the Sexual Revolution: The True Adventures of Suzy Creamcheese
                ","




                                               “So, why don’t you sleep with girls?”
                                               “I’m not really attracted to girls.”
                                               “Are you telling me you were really
                                               attracted to every man you slept with?”
                                                                        Conversation with a friend
 



1.
 
After twenty I stopped counting,
not like my friend Beverly, who sewed
an embroidered satin star on her bell-bottoms
for every new guy she fucked.
She had them running down both legs
and around the billowing hem,
and was starting up the inseam
when the jeans gave out in the wash.
 
It was a boys’ game anyway, those years
of our extended homage to the penis:
the guitar playing the penis, drums saluting it,
cock rock, Molotov cocktail, the motorcycle
gripped between the thighs, and I went down,
we all went down, in the old cultural disaster
of idol worship—a thousand-year bender.
Only this time it was the adolescent member,
oiled and laved, thrust forward arcing,
thin with ache, all tight flesh poked upward,
claiming its own. How it came and went,
penetrating but never settling down,
and how often we were caused to admire it:
hairless sweet warrior, raider against the State.
 
But I have this sweet pink flower
here between my legs—I put my hand down and touch it,
still soft and wet, and many-folded, endlessly opening,
hiding, seeking, hidden and sought,
but never very much admired or even smiled on
in those years, never served much less sung to.
Not a garden then but a citadel,
a wall to be breached, a new land claimed,
but linger there? No, I would say
there was an overall lack of appreciation,
 
though breasts were well respected, slopping loose
under T-shirts like little animals,
and I would feel my nipples brush the cotton
with pleasure, see them regarded also with pleasure.
Still, sex then was a taking, like spoils of war, a victory
over all those straight fucks back home, marooned
in the dismal suburbs that birthed us squalling and red
and watched us flee in ungrateful cars down night highways.
 
And God knows it felt good those nights.
I was ready, it was ready, to open and answer the call.
And take me down and roll me over, yes, and give
it to me—but why all this riding away afterward?
 
Where was everyone going
and why didn’t I get to ride along? Who knew at first
nothing had changed, just wanting the thrust and tug
and slam up against the headboard, I should say so,
but left still wanting more, wanting to leap
out of centuries’ shame and be something new,
not this old consolation of women for the powerless,
some kind of cosmic door prize awarded
just for showing up with a dick,
some proof to themselves these boys were men.
 
“You’re good,” he said. Hell, I wasn’t taking a typing test,
I was fighting to live in a dying world.
I was throwing myself away, an offering to wildest space,
surrender to the mind’s dissolve, the body’s electric light,
nerve endings firing like exploding stars.
“You’re good,” they all said:
you’d think somebody was doing a survey.
Girls say yes to boys who say no, and then
your professor asks if you’re wearing underwear,
when you meet for your conference on the poetry of Yeats.
 
Crossing the border after midnight in a borrowed car
after a visit to the after-hours doctor’s office in Sarnia.
Nodding out in the back seat, pills wearing off.
He was a legend among undergraduates:
cheap and reliable, always on call,
until a month later the headlines screamed
“Abortion Doc!” when a girl died in his office
and he dragged her down to the river
and dumped her body in the underbrush.
",Cynthia Huntington,"Living,The Body,The Mind,Love,Desire,Relationships,Men & Women,Social Commentaries,Gender & Sexuality,History & Politics",F
1870,"
                    Dirt Cowboy Café
                ","
Heart, oh heart,
I sit here writing your name
on pieces of paper,
folded, hidden, misplaced . . .
found again.
 
There is the element of saying
and there is the element of making:
one needn’t choose.
I am singing the dream out from the ice,
asking it to carry me
like a horse or a river, down and away.
 
This day, here in paned-glass sun:
the young waitress shaking out her apron
and retying it flat across her stomach—
a bit of vanity—her hair swept off her neck,
crash of a milk bottle
on the granite counter, cream
spread in a mild pool toward the rim,
and the roots of habit and longing
briefly seized by the mind.
 
So noisy here! The sound echoes
out of years, brought to this
showing forth, unrehearsed.
It seems we wake
and find ourselves repeating,
embodying the ancient gestures
by which we recognize
ourselves completed.
 
Not one of us could be born
and invent life—it must show through us—
the arm flung in the air, the coffee poured out,
and down the street, someone hurrying by,
head down against the wind.
 
And a man and a woman
come to an old grief,
carved in them, carved
into them
—the old way of water wearing rock—
by law, and the hatred
between them is equal
to the hope neither will release.
 
Each wants to be whole,
to embody all of time, when nothing
in this world is whole, and
this is by law.
 
When my father said bitterly
to my mother: you have changed,
he meant, without meaning to say,
how she had changed him. A man
holds his head down against the wind.
Yet the wind fills him
with the dust of temples,
the breath of the dead.
 
The dream of the light
inside the branches—
a gleam of wet, glimmer that is a bud,
the leaf within the bud.
 
The photographer comes inside
and closes the lens of his camera.
Then he is the lens. Then my eye
is the light. This
is the element of saying.
The young waitress flings a paper cup
behind her, into the trash can.
That is a saying. The cream swirled
into the coffee, the sugar
dissolving, disembodied,
and the body of the manager disappears,
swallowed into a doorway.
 
The element of making is slow,
uncertain as a temple,
a falling forward, stitching back,
like a stone wall, like the panes in an
arched window, like a repetition
chosen beyond necessity.
 
Yet somehow we have seen all this before—
the girl in the fur hat
speaking syrup into a phone;
the falseness of her charm
is an ancient imposter, familiar and
therefore true.
A door is opened and falls
closed. Suddenly at every table
someone looks down and is reading—
books, newspapers, calendars,
reading tea leaves, reading bones.
 
A woman in a periwinkle jacket: I am reading
her shoulders as the day introspects.
In dream the passive construction
and the past perfect tense prevail:she was being pushed on a swing.
The woman with many television credits
gazes out the window, heavy with years,
forgetting herself, forgetting sorrow,
the false husband, the crippled child,
the old plots forgetting, 
and it is suddenly lovely, as free as
something read or dreamed; the young
waitress with sun on her
face—her unblemished face—looks up,
from the middle of eternity, her desire
immaculate in the moment. 
When a word is beautiful
above all others—your name—
when a woman appears as a bird of prey
and we turn away,
hoping not to be recognized—oh heart!—
 
when the light on the branches
flares in a window with no sky,
this is old story reading us, these are springs
from words laid down before
and ahead of us, and in the moment
we are making an answer.
",Cynthia Huntington,"Living,Life Choices,The Body,The Mind,Time & Brevity,Activities,Jobs & Working,Relationships,Family & Ancestors,Men & Women",F
1903,"
                    Leisure, Hannah, Does Not Agree with You (2)
                ","



—After Catullus



My house disgusted me, so I slept in a tent.
My tent disgusted me, so I slept in the grass. The grass disgusted me,
so I slept in my body, which I strung like a hammock from two ropes.
My body disgusted me, so I carved myself out of it.
 
My use of knives disgusted me because it was an act of violence.
My weakness disgusted me because “Hannah” means “hammer.”
The meaning of my name disgusted me because I’d rather be known
as beautiful. My vanity disgusted me because I am a scholar.
 
My scholarship disgusted me because knowledge is empty.
My emptiness disgusted me because I wanted to be whole.
My wholeness would have disgusted me because to be whole
is to be smug. Still, I tried to understand wholeness
 
as the inclusiveness of all activities: I walked out into the yard,
trying to vomit and drink milk simultaneously. I tried to sleep
while smoking a cigar. I have enough regrets to crack all the plumbing.
I’m whole only in that I’ve built my person from every thought I’ve ever loved.
",Hannah Gamble,"Living,Disappointment & Failure,Life Choices,The Mind,Arts & Sciences,Humor & Satire",F
1911,"
                    II [What is this tint that in the shrill cress]
                ","
What is this tint that in the shrill cress
Will never cease to trouble us and in the fields
Gives prick and praise for Beauty?
And said birds that feed on berries
Are pervious—and shook the snow from his thighs.
I thought of nothing carefully, but of snow, and the birds.
Then kissed the cup and sipped a little
Though almost choked drank slowly
Tickled with strange measure
She faked a pretty anger
I entertained the night with fantastic, empty pleasure
We went as far as the ivie-bush
And ivie-crowns upon our heads
And carried her kiss untouched and entire
Then all was fresh, inclined
To wriggle and nussle and lascivious
Ardent leaps. In the thickest of the wood
Bid him kiss close and often
And directed him to her fancie
The ground had a sweeter scent, the boughs a blush
One fruit, rare and rich, would outdo many together
She was wild to climb the tree
Nor would she be forbidden
She seized the apple and put it in her bosom.
",Lisa Robertson,"Living,Life Choices,The Body,The Mind,Love,Desire,Nature,Landscapes & Pastorals",F
1913,"
                    Envoy
                ","
I have tried to say
that, although Love is not judgement
analysis too is a style
of affect
since the scale that rends me vulnerable
has cut, from abundance, doubt
(not that identity shunts
civic ratio or consequence) Sure —
I would prefer to respond to only
the established charms (and forget inconvenience)
but her hair was also a kind of honey
or instrument.
 
All that is beautiful, from which I choose
even artifice, which I hold above nature
won’t salve these stuttered accoutrements
",Lisa Robertson,"Living,The Body,The Mind,Love,Desire,Arts & Sciences,Poetry & Poets,Social Commentaries,Gender & Sexuality",F
1914,"
                    [It was Jessica Grim the American poet...]
                ","
It was Jessica Grim the American poet
who first advised me to read Violette Leduc.
Lurid conditions are facts. This is no different
from the daily protests and cashbars.
I now unknowingly speed towards
which of all acts, words, conditions —
I am troubled that I do not know.
When I feel depressed in broad daylight
depressed by the disappearance of names, the pollen
smearing the windowsill, I picture
the bending pages of La Bâtarde
and I think of wind. The outspread world is
comparable to a large theatre
or to rending paper, and the noise it makes when it flaps
is riotous. Clothes swish through the air, rubbing
my ears. Promptly I am quenched. I’m talking
about a cheap paperback which fans and
slips to the floor with a shush. Skirt stretched
taut between new knees, head turned back, I
hold down a branch,
",Lisa Robertson,"Living,The Body,The Mind,Nature,Weather,Arts & Sciences,Poetry & Poets,Reading & Books",F
1915,"
                    [Sometimes I want a corset like...]
                ","
Sometimes I want a corset like
to harden me or garnish. I
think of this stricture—rain
language, building—as a corset: an
outer ideal mould, I feel
the ideal moulding me the ideal
is now my surface just so very
perfect I know where to buy it and I
take it off. I take it off. If all things fall
and we are just emperors, serious
and accurate and fugitive
in such dormant lines of gorgeousness
the day is a locksmith
dew lies long on the grass
and I a rustic ask: what is
a surface—and respond
only omniscience, the crumpling face
as the domestic emotions elucidate
themselves a sea of mist
exists so strangely side by side
the potent mould of anarchy and scorn.
",Lisa Robertson,"Living,The Body,The Mind,Nature,Weather",F
1934,"
                    The Attic
                ","
It’s September: I’ve moved into town,
into the attic of an old barn—a big open room I reach
by climbing a ladder that rises through a hole in the floor.
The room is long and high, with windows at each end,
a row of skylights that leak rain, and shake
and chatter in the northeast winds. I sleep beneath
the roof’s steep pitch, my mattress flat on the boards,
looking up at the high ceiling, where morning
diffuses downward in grains of bright dust. 
This was the old painter’s studio.
The light in those famous canvases is still here
—he couldn’t carry it away with him—
though his paintings took away everything else,
opening space with a stroke of blue or yellow.
I think of his violent loves, the stories
they still tell about him here.
But how quiet and alive his paintings were,
how they quiver with the life not yet realized. 
The town is quiet in September.
Sometimes I hear people talking in the street.
Last night someone said they were going to wait for Michael,
and a voice said that Michael had gone home.
I walk the narrow path down to the marsh.
Wind hard in the dunes. Rain as I’m returning,
cutting through twisting streets, past gardens bent
low with rain, their colors a wash of gold. 
I feel the air surround my body, feel it move
between my legs and between each finger,
as I walk, not mastering space, but in it.
And when the clouds open, the sky
suddenly wide and high, no roof of leaves,
it seems there’s nowhere to go but into wind or water.
I climb the narrow stairs that keep turning,
twisting inward until they meet the ceiling,
which opens and I rise through the floor,
released into an openness I never learn to expect. 
At the yellow table I sit and read
an interview with Picasso’s lover, Francoise Gilot,
the only one to leave him and have another life.
She says she was not destroyed by him, as the others were:
“Because I am of the stuff that cannot be destroyed.”
I felt something blow through me then.
Some devouring wind. Surely, then,
I am of the stuff that can be destroyed.
Haven’t I felt it? The breaking of all I was?
Don’t I sit and count my losses,
here in this room where all the life I knew has ended,
so bare with desire I seem to be eating sky? 
That’s how it is here: I’m lonely, sad;
the wind blows along the roof and I can’t sleep.
Rain runs down the walls and streams across the floor,
leaving dirty puddles on the boards.
A yellow table and a cupboard painted blue,
three chairs that don't match, or even balance rightly,
a dented bucket, its metal reflecting darkly
what is, what cannot be taken away.
What’s beautiful here? The whole thing
is beauty, a clarity not in things
but around them, complete. And still, 
I seem to remain, somehow, myself,
to remain at least something, at a loss
to know how much can be taken from me
and leave me only changed, not ruined,
alert in an emptiness so alive
I recognized it as my life. What would be left,
the shape of it then, this life? I said some beauty,
or radiance, an endless space I fall into
or am taken up by, a brightness that holds me,
gathers light in the center of empty space,
like a vision of the life I have not lived.
",Cynthia Huntington,"Living,Life Choices,The Mind,Love,Heartache & Loss,Religion,The Spiritual,Arts & Sciences,Painting & Sculpture",F
