,Title,Poem,Poet,Tags,gender
2255,"
                    Warming Her Pearls
                ","



for Judith Radstone



Next to my own skin, her pearls. My mistress
bids me wear them, warm them, until evening
when I'll brush her hair. At six, I place them
round her cool, white throat. All day I think of her,
resting in the Yellow Room, contemplating silk
or taffeta, which gown tonight? She fans herself
whilst I work willingly, my slow heat entering
each pearl. Slack on my neck, her rope.
She's beautiful. I dream about her
in my attic bed; picture her dancing
with tall men, puzzled by my faint, persistent scent
beneath her French perfume, her milky stones.
I dust her shoulders with a rabbit's foot,
watch the soft blush seep through her skin
like an indolent sigh. In her looking-glass
my red lips part as though I want to speak.
Full moon. Her carriage brings her home. I see
her every movement in my head.... Undressing,
taking off her jewels, her slim hand reaching
for the case, slipping naked into bed, the way
she always does.... And I lie here awake,
knowing the pearls are cooling even now
in the room where my mistress sleeps. All night
I feel their absence and I burn.
",Carol Ann Duffy,"Living,The Body,Love,Desire,Social Commentaries,Class",F
2281,"
                    Eye of Heaven
                ","
On paunchy green hills
in some province of China, you are the one I speak to.
Someone buys a perfume, recalling
that the bones of his beloved are small.
When he writes the note, when he wraps
the little bottle, he takes that into account. So do I.
The subtlest trace of mind against your shoulders
is your true skin. And I press myself to you.
I hear the steady rhythm of your typing, the key
of a borrowed pulse. But what difference does it make, that it is given?
For a while it is mine to use, then your turn, but the pulse originates
in the Child of Heaven who has hearts to spare.
Some day you'll sink yourself into a frozen
lake where paper ships were torched with the
names of the missing. Some dead, some vanished.
The flames consume all but
the wisp of smoke on which a single word rises
and water licks at the rest. So we are freed from a weight.
Perennially your hills are filled with birds.
Green hills, the deep mosses around your temples.
They, the birds, are your faithful ones.
As I am, naturally.
Faithful to a world unknown,
a world for us alone, paper-thin, and too fragile to speak of.
",Valerie Mejer Caso,"Living,The Body,The Mind,Love,Desire,Unrequited Love",F
2292,"
                    Honey/Manila Portfolio
                ","
This is not a book. Otherwise, by now
We would love each other.
You would not put me first,
Out of a kind habit, under your coat
And clutch—as a sudden rain
Spate down. For I've seen it done
For the hardly known.
No, you would know with a book you love:
How nothing held your eyes
The way the words did, with archer-focus:
How each arrow heading toward you
Was slowed by the dripping beehive
On its spike—
Nothing else could hold what you are
Still: I pressed your heart in speech and saw
What a musical you let rush, nothing
Else in the eyes. This is not a book,
But a streak—
Words cross reins—
The brow splits, veins careen.
",Farnoosh Fathi,"Love,Desire,Romantic Love,Arts & Sciences,Reading & Books",F
2294,"
                    Brasil
                ","
Left a hole on fire agony or was it the sun
on the banks and near duets?
Eagles with the white wine of the sun
clink and spill, tall
grass over head and heels
. . . Space of hell: shy, inscribed already
but alone— I think I can be that
again, a new hole in the ongoing flute.
In a leap, the country glows— to hone
the fate that wonder exacts,
to go netted through that much,
so heavy as paperweights angels land
square on chaparral nerves.
And since names must give in spades,
out of sorts like these, your reactions
may swell great fountain lips—
a promise that a wish will purge
or pennies caravan the safe
return hearts cross.
",Farnoosh Fathi,"Love,Desire,Realistic & Complicated",F
2383,"
                    En Route to Bangladesh, Another Crisis of Faith
                ","



—at Dubai International Airport and ending with a line by César Vallejo



Because I must walk
            through the eye-shaped
shadows cast by these
            curved gold leaves thick
atop each constructed
            palm tree, past displays
of silk scarves, lit
            silhouettes of blue-bottled
perfume—because
            I grip, as though for the first
time, a paper bag
            of french fries from McDonald's,
and lick, from each fingertip,
            the fat and salt as I stand alone
to the side of this moving
            walkway gliding me past dark-
eyed men who do not look
            away when I stare squarely
back—because standing
            in line to the restroom I want
only to pluck from her
            black sweater this one shimmering
blond hair clinging fast—
            because I must rest the Coke, cold
in my hand, beside this
            toilet seat warmed by her thighs,
her thighs, and hers.
            Here, at the narrow mouth
of this long, humid
            corridor leading to the plane,
I take my place among
            this damp, dark horde of men
and women who look like me—
            because I look like them—
because I am ashamed
            of their bodies that reek so
unabashedly of body—
            because I can—because I am
an American, a star
            ",Tarfia Faizullah,"Living,Love,Desire,Activities,Travels & Journeys,Relationships,Family & Ancestors",F
2586,"
                    Eideolon, Book 3, Section 7
                ","
     Was Helen stronger than Achilles even ""as the arrows fell""? That could not be, but he recognised in her some power other than her legendary beauty.
 
                 He could name Helena,
                 but the other he could not name;
                 she was a lure, a light,
                 an intimate flame, a secret kept
                 even from his slaves, the elect,
                 the innermost hierarchy;
                 only Helena could be named
                 and she was a public scandal
                 in any case, a cause of shame
                 to Agamemnon and Menelaus;
                 it was not that she was beautiful,
                 true, she stood on the Walls,
                 taut and indifferent
                 as the arrows fell;
                 it was not that she was beautiful,
                 there were others,
                 in spite of the legend,
                 as gracious, as tall;
                 it was not that she was beautiful,
                 but he stared and stared
                 across the charred wood
                 and the smouldering flame,
                 till his eyes cleared
                 and the smoke drifted away.
                ",H. D.,"Love,Desire,Relationships,Men & Women,Mythology & Folklore,Greek & Roman Mythology",F
2685,"
                    Love
                ","
I am haunted by how much our mothers do not know.
How a republic falls because of its backhanded deals,
stairwell secrets. My mother does not know I am lying
with a man who is darker than me, that we do not
have names for how we truly treat our bodies.
What we do with them. The other possesses me.
Without him the perception of me fails to exist.
My mother now is taking her sheers and cutting
through live shrimp. When I was a child she peeled
each flushed grape until only the pale fleshy bead
remained. She placed them onto a plate in one shining
mound, deseeded, in front of me. How I sucked and bled
the fruit of all their juice, hypnotized in front of the buzz
of television in each version of my childhood. I am
her daughter. This is certain. I am lying down with a man
who is darker than me and maybe this poem is my
real republic, my face is my face, or is it stolen from
my mother and hung over mine? If I were a dream
you could say my countenance was a string of flickering lights
made of teeth or an expression unraveling like a carpet
into a narrow river of another life. Does truth matter
when it's floating face up or face down?
The answer to this makes all the difference.
",Tina Chang,"Love,Desire,Relationships,Family & Ancestors,Men & Women,Arts & Sciences,Poetry & Poets",F
2771,"
                    Occupation
                ","
The man who told me about warsaid, it's the only thingthat keeps us busy.I thought of your fingerson my backcounting the vertebraeone by one.The only thing?
",Rachel Sherwood,"Love,Desire",F
2772,"
                    Los Angeles/Boys
                ","
Two of themwith chests like blond silkcornsilk hairstalled in trafficin the awful heatthey smiledwere they messengersdelivering through the open windowpromises or lies or invitations?Boys are everywhere
at noon they glide
between parched cars
bare broad shoulders
color of chestnut colts",Rachel Sherwood,"Love,Desire",F
2773,"
                    Venus' Boyfriend
                ","
She sat on his lap for hours
pressed his face to her
large pink breasts    her hands
moved through his hair
like fond snakesshe gave him curls, cleft
hooves beneath the flesh
marvellous flesh, and smooth shoulders",Rachel Sherwood,"Love,Desire",F
2774,"
                    Baci Baci Baci
                ","
A gardenlate spring, honeysuckle and lazy birdsheavy with the round scentof tuberoses and jungle gardenia.There is a manin boots that make his thighslook lethal   with a whipno spursmedieval sorrow in his eyesor around the mouth, maybe.He is dangerousin this place he hasthe fertility of steel.There is a woman
in a vine green habit   her
veins are purple, her blue
eyes. She is blonde
though sometimes brunette:",Rachel Sherwood,"Love,Desire",F
2871,"
                    Tonight I Can Almost Hear the Singing
                ","
There is a music to this sadness.
In a room somewhere two people dance.
I do not mean to say desire is everything.
A cup half empty is simply half a cup.
How many times have we been there and not there?
I have seen waitresses slip a night's
worth of tips into the jukebox, their eyes
saying yes to nothing in particular.
Desire is not the point.
Tonight your name is a small thing
falling through sadness. We wake alone
in houses of sticks, of straw, of wind.
How long have we stood at the end of the pier
watching that water going?
In the distance the lights curve along
Tampa Bay, a wishbone ready to snap
and the night riding on that half promise,
a half moon to light the whole damned sky.
This is the way things are with us.
Sometimes we love almost enough.
We say I can do this, I can do
more than this",Silvia Curbelo,"Love,Desire",F
2876,"
                    Meditation Denying Everything
                ","
Because it is a pearly eveningI am sitting in the window readinga book I have read before.Branches emphasizetheir heft and sway over their shadows.Some kind of extra firmament,an ear over the earth's ear,extra, as language is to prayer.Narratives of elsewhere: in the eyeinside my eye that vision makes when you tell it towhen you shut your eyes so hard they hurtyou get more vista and less twistof road, and then you're lookingat a valley you named yourselfand irrigated yourself,full of bitterroot, magnolia in the cleftsof rock, sage, at last a harvest,a desert that belongs to you—The trick to renunciation is starting now.The secret of detachmentis having already given up,a transcript of speech whose cadences are lost,the human need for a body to fill inall your body's deficiencies, those clefts and dentsalready given up, the narrative of a lifecompletely altered in the retrospectthat knowledge brings and so discreditedthe point of memory utterly lost.That piece of land has always beensuitable for a house. That nest has neverbeen ready for eight baby birdswho, top-heavy, frightened their own branchand home and scared themselvescompletely and remarkably away.Do you hear that? It's the wind negotiating the spine of one leaf it cannot decide whether to raise a fragment of an inch.Duncan writes as a readerstruggles with a strong sentence, I struggleat certain unmistakable timeswith what's furtive and most right.When people marry they finish their names.I am still listening for mineto begin. My spinewants a bicycle to order its work, a redbicycle, a hill into a heartof a city that holds something I want.The pattern of the air around that leafis like someone tracing my ribcagewith his index fingerand then walking away.Who can blame us for wanting other worlds,but shall we take them,or let them come to us? Is the spirit just an earmore like a mouththat bites the air and turns it into blood?A voice in the next room goes to sleep.Sleep moves in the branches of the oakbecome a rootless massunsung by skeleton or name or height.My friend who saysshe does not believe in Paradisebelieves in rest: I believe that,or more likely I like to think of her,the way she held my name in her small mouth,as she held her own name. I like to think of anyonewho on a night like thiswould reach towards my ribcageand trace it delicately and walk away.
",Katie Peterson,"Living,The Body,Love,Desire,Nature,Trees & Flowers,Arts & Sciences,Reading & Books",F
2913,"
                    Where the Wound Lies
                ","

because I go
          like the professed
                 sinner repentant
to the altar
of your baptismal flame
         I am saved
despite your
                        sculptor-love
whose whimsy kneads
                                             and molds
                                             and fires
then breaks
the free-form
of my fasting body
                                             to make
                                             me whole
yet thankful
I accept
                these carnal gifts
                of you
                              Eros
and wear them
as I would
flawless jewels
               (how can you
                know that I
                have bled
                the way
                and back
                biting the dust
                to wear
                your name?)
. . . the wound lies
                                                not
in your infliction
         but in my
                 expectations . . .
",Angela de Hoyos,"Living,The Body,Love,Desire",F
2947,"
                    Love is Like a Faucet
                ","



after Billie



these vitamin double ds
gonna put cows outta business.
these Sunday bests
if frozen would delight.
unpasteurized & untamed
they swing
in the hammock
of my torso.
they magnetize
my man's hands.
like a Wonder Woman blast
or a web of thunder from
Storm's wrist,
this cocktail
is nurturing napalm
manna dew, Pepto Bismol
for civilization.
you can't outwit these
aureolas.
these nipples are
necrophilia's enemy.
Coltrane couldn't blow
these tumescent tubas.
these are gourds
that'll make a shekere
obsolete,
make an eggplant
go pale.
these breasts
gonna put old Betsy
outta business
& send the men
with goats a-packin.
this love is like a faucet,
it turns on & on.
 
",Yolanda Wisher,"Living,The Body,Love,Desire,Arts & Sciences,Humor & Satire",F
3013,"
                    Staking a Claim
                ","
It seems a certain fear underlies everything.
If I were to tell you something profound
it would be useless, as every single thing I know
is not timeless. I am particularly risk-averse.
I choose someone else over me every time,
as I'm sure they'll finish the task at hand,
which is to say that whatever is in front of us
will get done if I'm not in charge of it.
There is a limit to the number of times
I can practice every single kind of mortification
(of the flesh?). I can turn toward you and say yes,
it was you in the poem",Erika Meitner,"Love,Desire,Arts & Sciences,Poetry & Poets",F
3029,"
                    The Moon Has a Head But No Body
                ","
So why assume [she]
Is cold why not
Assume drunk
“Legless”
Can keep up pretty good though
With your car in the rural night
You are a passenger
Your left leg lolls and
Your friend reaches a hand
Across the emergency brake
Which points now at the base of
The gearstick shaft
And can point at its head
But nowhere else
Thus does not
“Speak”
And unless overused abused is
Reliable
Whereas anyone can misunderstand
Or willfully misinterpret the
Point and represent
Are very different (Moon!)
6am and the snow
Sent enough light upward
For this window to
Transmit and permit
My seeing
I heard more than I saw
I understood less than I heard
I was well read compared to
But not compared to
I begin to feel warm in
My crotch, as if a wodge
Of moist electric blanket
Were stuck in there
And my friend was not
Riding on the other side of the brake
—I mean emergency—he is not
Fox-hunting and on
A horse in a novel
In which the brake
Is a strip of greenwood
He is downstairs  the coffee’s
Made  but he ignores
My text   He works alone
And I will have to go down there
",Catherine Wagner,"Love,Desire,Relationships,Men & Women,Nature,Stars, Planets, Heavens,Social Commentaries,Gender & Sexuality",F
3032,"
                    A Gift for You
                ","
around 530 is

a beautiful peaceful

time

you can just

hear the dog

lapping

David lifts his smoke

to his

lips forever

dangling chain

in the middle

of everything

bout the top shelf

or so. The party

at which

I sd that’s my col-

lected

works and every

one

stared my home

was so small

is it

I’m not particularly

into the task

of humility

at the moment

but I’m

not against

it

it’s like that

deflated

beach ball

on a tiny

chair

 

I think of as

joking

with the larger

one on a

painting

floating in air

my home

is large

love made it

large once

not to

get all

John Wieners

& believe

me love made

it small

once

this place

only had

sex unlike

the house

I love a house

I fear a house

a house never

gets laid

frankly who

doesn’t like

a hotel

room

I live in a

hotel

room a personal

one. A young

person very

much like me

was brutal

no personal

photographs

please   it was

anyone’s

home perfect

for a party

now I’m

going fast. How

the description

of a drug

enters

a room

& changes

the room

thus

with going

fast

say thus

if you

want to go

slow. To drink

the wrong

thing for a

moment

for you

to lick my

thigh

& your

honey

face

 

I met a dog

named

Izzie

once, I

met a

dog named Alan

the calm

person writing

her calm

poems

now & then

she shows

her sacred

heart

she opens

her chest &

a monkey

god

is taking

a shit

swinging

on his

thing. You didn’t

know I

had so

much inside

me buckets

of malice

bibles

of peace

I don’t want

to go

all library

on you

now like

my mother

the mother of

god or

my brother

named

Jack who

sat in

a deck

of cards

getting

hard

when she squeezes

in getting

cozy I know

less what

I want

to say. I can open

an entire  

room comes

out each

moment that’s

what I mean

not things

widen &

flow there’s

no purpose

to this.
",Eileen Myles,"Living,The Mind,Love,Desire,Romantic Love,Relationships,Home Life,Nature,Animals,Arts & Sciences,Poetry & Poets",F
3052,"
                    You've Got to Start Somewhere
                ","
I had the idea of sitting still
while others rushed by.
I had the thought of a shop
that still sells records.
A letter in the mailbox.
The way that book felt in my hands.
I was always elsewhere.
How is it to have a body today,
to walk in this city, to run?
I wanted to eat an apple so precisely
the tree would make another
exactly like it, then lie
down uninterrupted
in the gadgetless grass.
I kept texting the precipice,
which kept not answering,
my phone auto-making
everything incorrect.
I had the idea. Put down the phone.
Earth, leaves, storm, water, vine.
The gorgeous art of breathing.
I had the idea — the hope
of friending you without electricity.
Of what could be made among the lampposts
with only our voices and hands.",Deborah Landau,"Love,Desire,Nature,Trees & Flowers",F
3125,"
                    Fast Gas
                ","



for Richard



Before the days of self service,
when you never had to pump your own gas,
I was the one who did it for you, the girl
who stepped out at the sound of a bell
with a blue rag in my hand, my hair pulled back
in a straight, unlovely ponytail.
This was before automatic shut-offs
and vapor seals, and once, while filling a tank,
I hit a bubble of trapped air and the gas
backed up, came arcing out of the hole
in a bright gold wave and soaked me — face, breasts,
belly and legs. And I had to hurry
back to the booth, the small employee bathroom
with the broken lock, to change my uniform,
peel the gas-soaked cloth from my skin
and wash myself in the sink.
Light-headed, scrubbed raw, I felt
pure and amazed — the way the amber gas
glazed my flesh, the searing,
subterranean pain of it, how my skin
shimmered and ached, glowed
like rainbowed oil on the pavement.
I was twenty. In a few weeks I would fall,
for the first time, in love, that man waiting
patiently in my future like a red leaf
on the sidewalk, the kind of beauty
that asks to be noticed. How was I to know
it would begin this way: every cell of my body
burning with a dangerous beauty, the air around me
a nimbus of light that would carry me
through the days, how when he found me,
weeks later, he would find me like that,
an ordinary woman who could rise
in flame, all he would have to do
is come close and touch me.
",Dorianne Laux,"Living,The Body,Love,Desire,First Love,Activities,Jobs & Working",F
3142,"
                    Watching It Happen
                ","
I laze about, deranged and unafraid
to godly kiss you, kiss the pharmacist
that whipped you, undilute, to dilate high
your animus of lime and lye.
I know of an upstairs hell.
A creamy, vascular thump
through bonus years of things that pass
and things that do not move. 
Your cellular mouth. Your mess
of inattention. Now that none 
of us are good looking I think
that/they are right.
Strokes of light you taped across my nipple.
Patterns staked to fake the love
we cannot feel so slick the miser
of your hand through my bad heart.
Genius, you are blond enough.
Once in a while.
And in the end, when I sweep coolly up
and will not be drawn back,
then I will tell you of it. How I can.
In writing, I am making an attempt
to depict my beautiful nose
through imagery.
I will tell you of it. Once in a while.
I will miss you. And the tape.
To be flung down,
petals from a balcony.
",Elaine Kahn,"Living,The Body,Love,Break-ups & Vexed Love,Desire",F
3145,"
                    Association Copy
                ","



Lynda Hull



Maybe you sold it to buy junk. Though I like to think not.And I don't want to think you used the money for foodor rent or anything obligatory, practical.

A pair of boots, perhaps. Thigh high burgandy boots
with gold laces. Something crucial as lilies.
Mostly, I want to believe you held onto the book,
that your fingers brailed those pages' inky veins
even in your final weeks. I want to believe
words can be that important in the end.
Who can help the heart, which is grand and full
of gestures? I had been on my way out.
He was rearranging his bookshelves
when, in an approximation of tenderness, 
he handed me, like the last of the sweet potatoes
at Thanksgiving, like a thing he wanted
but was willing to share, the rediscovered book—
he'd bought it years ago in a used bookstore
in Chicago. Levine's poems, with your signature inside.
That whole year I spent loving him, something splendid
as lemons, sour and bright and leading my tongue
toward new language, was on the shelf. These
weren't your own poems, autographed, a stranger's
souvenir—we'd spent vain months leafing through
New York stacks for your out-of-print collections—but you'd cared
about this book, or cared enough to claim it, your name
looped across the title page as if to say, Please.This is mine, This book is mine. Though you sold it.
Or someone else did when you died.
We make habits out of words. I grew accustomed
to his, the way they spooned me into sleep
so many times. Now I am sleepless and alone
another night. What would you give for one more night
alone? No booze. No drugs. Just that hunger
and those words. He gave me The Names of the Lost.
Need comes down hard on a body. What else
was sold? What else—do you know?—did we lose
 
",Camille T. Dungy,"Living,Death,Life Choices,Love,Desire,Relationships,Men & Women,Arts & Sciences,Poetry & Poets",F
3206,"
                    The Act of Counting
                ","
Death is careless at times. It confuses love with a wet afternoon in an empty
room.  The  unpainted walls a reminder of how sex can resemble poverty.  A
hollow  cry.   An open mouth falling inside as you sleep.   I prepare  my heart
and language with better words,  like worlds in small selves  I've built.  Every
month,  one dollar buys me one brick.  But  how many bricks  does  it  take to
build a house?  A stray dog barks late at night.  I can't  see him  but know he's
there.   He   reminds   me   that  here,  dreams  have  dangerous  turns.  I  turn
around  to  no  one  naked  beside  me. I  play  it  safe  not to see the fire in my
hands.  But let us be clear:  I'm no beggar.  It's  just that there are times  when 
the  world  is  a  sound  that  cripples  the air,  and the soul. When what seems
arranged — glazing and  strange,  like  music  played on tin cans — turns  into
wilting  noise.  When  suddenly,  all  that  exists  is  a small boy trying to focus
on the pain lifting a nation.  A telephone call:  He was wearing black shoes, a 
Calvin  Klein  T-shirt  that he  found in a hotel trash, brown slacks.  She  was
wearing  one  earring  on her right ear,  one sock on her left foot, a dress the
color  of sky.  She  bought him  a canne à sucre.  He pulled her close, said, Ti
cherie.   And  after  they  promised  to meet  later,   she  winked  and  walked
leisurely in the shade. A tremble followed. When he turned around, her body
was one of a thousand on the streets. He ran towards her, stood by her arm,unable to see her face. The call drops. I begin to count the ways I tolerate my
dry mouth. To count the glasses of water I gave away to make up for my sins.
But this act does not count when we fall out of our hearts.
 
",Nathalie Handal,"Living,Death,Love,Desire,Heartache & Loss,Social Commentaries,War & Conflict",F
3249,"
                    The Wedding Party
                ","
• 
Well look, the wedding guests are here again. 
Why not just send a card?
Snapshot. Snapshot. Smile and kiss.
But this bride has such a red face!
Let her scramble past pardon en route to the loo.
Evacuate the taffeta dire and paunchy.
The groom is erect.
The groom downed three pints
and stole from the caterer.
He would never be no grown-up,
This part we'll remember. Dull and easy.
Before the spawning and apathy.
Before the dementia nurse
and waiting for mama to die.
Silverware. Cloth napkins. Carafes. Gather round.
Sit pious and clench yourself.
What's within should be held in.
Choke it down. Medicine for the long haul.
No more wildness is why
I chose no more wildness.
Now scurry ho, before someone else
goes down on the bride.
Isn't that her in the distance, up the pole?
 
• 
By pineapple, by pamplemousse,
we find ourselves
back at the table armed with forks
and particular ideas about what to drink.
Go on, order what you want.
Turn up the music, you.
Lucinda, you have a great voice.
You have a lovelygone face
and teeth. O gums! Pink and alkaline.
We live in the city with crowds of fallen.
Soon I am dead and soon you.
We'll all be dead together! Anne said.
 
• 
Marie, you are not unclean.
You are rose-oiled and shiny
and ensconced in the corner
with the witty anesthesiologist,
inhaling ladysmoke
at the café.
It's a pleasure
just to watch you scratch the crud
off your lotto ticket tonight.
Then in comes Jackson, looking like
he's left his wife. And again Larry
is extending his feelers toward Clarice.
Larry, what gives?
You'll soon lose interest.
Eh, Mr Candlelight?
I want to give you
a good close reading.
Come this way.
 
• 
Oh skin! What a cloth to live in.
We are not at the end of things.
He's tuxedoed and I'm in a cocktail dress.
How gussied up we get.
Drink this, roll that.
Another sender different gender.
We're going to hit a winner.
We're going to swallow vodka
and slap down money
and stand around frocked and gossiping
and bleed a little in the bathroom
from earlier today when we were a little minx.
(He really is of the masses, mama said.)
 
• 
Ladies and gentlemen, introducing
Mr and Mrs of the moment now and dancing.
Mr and Mrs End of Suffering.
Mr and Mrs Safe and Headed Where.
In the reach of night she'll have him. He'll have.
A series of days filled up and emptied.
A welcome closeness and a womb.
He pours her a fizzy one. She pours him hers.
Let's keep on doing this, let's do it
together. A bit of drunk and full of wishing.
(Two people jumping out of a building and holding hands, R said.)
 
",Deborah Landau,"Living,Life Choices,Marriage & Companionship,The Body,Love,Desire,Relationships,Men & Women,Social Commentaries,Gender & Sexuality",F
3276,"
                    Encounter and Farewell
                ","
It's all foreplay, really-this walk
through the French Quarter exploring souvenir shops,
each of them carefully deranged, as if dust were to settle
only at perfect intervals. Yes to the vetiver fan
that smells sweeter than sandalwood or cedar.
No to the mammy doll dinner bells.
No to the mammy dolls whose sewn smiles are as fixed
as the lives of too many poor Black women here:
motherhood at twelve, drugged, abandoned by fifteen,
dead by twenty (suicide, murder) so easily in Desire.
And yet, their voices sweeten the snaking air,
providing the transvestites their proper Muses,
all of whom have streets named for them in the Garden District.
A soft heat settles on Terpsichore,
just inside the gay bar where the owner's pink flamingos
complement silly songs on the rescued Rockola.
Who can dance to that Lorne Greene ballad, ""Ringo""?
Dixie beer is the beer of choice; marijuana the cheapest drug.
Relaxation is key, since it's all a matter of waiting
for the right body to stumble toward you.
Lust perfumes parties in the projects, barstool chatter at the Hyatt,
lazy kissing on the median strip stretching down Tchoupitoulas.
If Professor Longhair were alive, he'd teach a lesson
in seamless motion: the perfect slide of a man's hand down a
              woman's back;
a lesson you learned long ago before you met me. We are making love
as we did before in Austin and Manhattan.
But in this room on this costly bed our lovemaking
starts out the slowest grind, then, like this city's weather,
goes from hot to hotter, from moist to rainstorm wet.
You're tall, A., and where there should be tribal markings
there are scars-football, basketball, mid-sixties grind parties
where something always got out of hand. There's the perfect
amen. You're your own gospel.
And you bring good news to me-the way you enter me
Like grace, the way you say my name, a psalm.
No. That's not it. It's the engineer in you that
gets me. Your search for the secret line that goes
straight to the center of the earth. Deeper and deeper
you go until there's no earth left in me. And we
hum and moan a song as old as our selves gone back.
There are too many souvenirs in your eyes.
Gifts given too often, too hastily, never opened.
Outside a city sprawls its heat, seeks out every pore,
licks every moment of sweat as we shiver in this chilly room
taking each other's measure. We say good-bye again and again.
As if every kiss, every touch we make will shadow
All our celebrations.
And they do.
",Patricia Spears Jones,"Living,Sorrow & Grieving,The Body,Love,Desire,Activities,Travels & Journeys,Relationships,Men & Women,Social Commentaries,Cities & Urban Life,Race & Ethnicity",F
3304,"
                    Improvisation (Girl)
                ","
I think she wanted to explain
                                      the silence
             hidden
within her voice—
blue egg in the nettles.
            She wrote something
on a rock, used the rock
                        to bash in the skull
             of an injured deer.
Bloodied swan-neck arms.
                                        She
slinks into her own viscera,
a baby fox
             backing into its trunkhole.The wordbone's connected to the                         gutbone.
Meanwhile, her desire
           for nobody now
bucks like a rabbit
                           under her ground.
",Rebecca Lindenberg,"Love,Desire",F
3348,"
                    Prayer 2
                ","
No one wants another paean to a rosy dawn,
so it's good this one's bluish, baby-shade
at the horizon, bleeding up into midnight like
a botched dye job.
And having enough of the old world—larks,
crakes, nightingales, storks—this space
is populated by one fly crabbing
across a notebook page. He seems, like me,
honey-slowed by winter's shortest days, clumsy
and isolated. My love bought a black-and-white
photo once, close-up of a birch trunk,
fly crawling up
the curled paper bark, marring the purity
of the image. You don't notice the fly
until you do, and then you can't stop.
No one wants a fly in art,
but there it is, elegantly framed.
And we're over the epic, so here, first thing
this morning, a pedestrian quarrel. Years ago, I flew
across a mountain range in black coat
and black boots to secretly meet him
in the city. How many dawns did it take to arrive
at this particular? At 9:30 the sky flares
not like flame—a paper fan
you buy in Chinatown for a dollar.
A sudden breeze sways the Tibetan flags strung along
the eaves. I never noticed how thin
the fabric. You can see right through the printed prayers
to the thermometer—
five degrees—and beyond, birches leaning
all to windward. Sun bleaches out
the last mysterious. Now we pray to the real.
                                                             —11.29.2012
",Eva Saulitis,"Love,Desire,Nature,Landscapes & Pastorals",F
3442,"
                    Orbit Music
                ","
A creamy tear descended here when Cupid squeezed the teat
of Venus. Dripping down the Milky Way it puddled beneath
old oak, new pine. Love’s selfish thirst did pluck a cosmic note,
set every entombed entangled bit of me in roots both new
and old to singing. I was become in earth and by harmony
a million bits of tongue and ear, sound funnels upwhorled
in song conducting cones. Fresh music from old flesh
corrected my (most melancholy) record of this last go round
the planet. Now I was first things: elementals, vegetable
and mineral in form, dust to kick it on the breeze,
loam to feed old oak, new pine, Eros-greedy energy
on hunt for nourishment, cream to suck, breast to squeeze.
",Jennifer Moxley,"Living,The Body,Love,Desire,Nature,Stars, Planets, Heavens,Arts & Sciences,Music,Mythology & Folklore,Greek & Roman Mythology",F
3595,"
                    Beulah peel me a grape
                ","
First, Beulah has no idea where the damn grape is.
She just got her manicure and frankly could care less.
She does find the cocky Cockney cute.
But, so does that glittery Lil and well---
It’s Lil’s Big Show.
 
Lil has blood on her hands, and rubs in the almond
scented lotion, while she waits for that peeled grape.
 
Beulah pours a large portion of gin
and recalls the Minstrel shows, Bessie Smith,
chicken dinners in a picnic basket,
and a guy named Roy. He was no prince,
but a king of the bedroom rambles.
 
Elsewhere, boots are beating the ground, leaving
bloodied feet and untended harvests
as glass breaks across the faces of Polish Jews
and the Spanish Republicans fight black clad insurgents.
More boots, pretty, shiny, well-made boots.
“until the war” says Tom in  The Glass Menagerie.
When America  sits  in a “dark room” and watches
“until the war”.  Death’s stench rolls across
the Atlantic, a powerful fog.  Meanwhile,
 
The dapper heroes roam landscapes as fake
as their stage names and the heroines roll
up their stockings or sweat the chorus line  
But not
Miss Lil and the disobedient Beulah, both swaying
large hips and rolling brown eyes, generously
Awaiting a man’s tongue sucking
 
For Gertrude Howard (1892-1934)
",Patricia Spears Jones,"Love,Desire,Social Commentaries,Gender & Sexuality,History & Politics",F
3642,"
                    The Hermit: 24
                ","
24.
Zachary talks about wanting to be with someone because he
feels like he can be a better person for someone else. He says he
doesn't know what he's doing, wishes he had someone to do
things for. I tell him I think we are very different people.
Theory as pure verbalism: a generated knowledge with
negative impact.
If I begin to miss someone,  I think, ""Life is bad anyway.""
",Lucy Ives,"Living,The Mind,Love,Desire",F
3685,"
                    Of a Lack in Our Administrations
                ","
In all this system I watched a cloud fall
Carted wet down the design
Need is a big pool
Lo go its creaturely waves
Commerce came open and bright like a starfuck
""I hear, with great shame for our century""
Last zing on the stairs
""So-and-so wants company to Paris; so-and-so is looking for a
          servant with such-and-such qualifications""
Execution too diddled back then
""So-and-so wants a master""
",Hannah Brooks-Motl,"Desire,Social Commentaries,Class,History & Politics",F
4016,"
                    Oh Sweethearts
                ","
And slowly we’m sweethearts
atween the wet grass all river-licked,
lime dust in our hair
and both of us so frightened,
blind as moles. But wanting
something. Wanting.
We’m side-by-side on the grass,
me barefeet in the water,
bowing our heads, gentle
as osses at the water trough.
I can feel his shoulder ashiver
and it makes me bold, makes me jumpy,
so I hold out me ond
till he takes it and kisses the palm
like he’s eating sugar from it
and we’m off ...
",Liz Berry,"Love,Desire,Infatuation & Crushes,Nature,Animals,Seas, Rivers, & Streams",F
